            Unix Timestamp,               UTC_Date_&_Time,         Central Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                1646382900,           2022-03-04 08:35:00,           2022-03-04 02:35:00,      3.470000,     13.132000,          9.211681,                    89.227468,      0.980000
                1646383500,           2022-03-04 08:45:00,           2022-03-04 02:45:00,      3.470000,     13.062000,          9.220659,                    89.175032,      0.980000
                1646384100,           2022-03-04 08:55:00,           2022-03-04 02:55:00,      3.470000,     13.053000,          9.186711,                    88.828858,      0.980000
                1646384700,           2022-03-04 09:05:00,           2022-03-04 03:05:00,      3.470000,     13.018000,          9.166738,                    88.566462,      0.979000
                1646385300,           2022-03-04 09:15:00,           2022-03-04 03:15:00,      3.470000,     12.983000,          9.150758,                    88.342937,      0.980000
                1646385900,           2022-03-04 09:25:00,           2022-03-04 03:25:00,      3.470000,     12.948000,          9.143765,                    88.206350,      0.980000
                1646386500,           2022-03-04 09:35:00,           2022-03-04 03:35:00,      3.470000,     12.904000,          9.136771,                    88.052126,      0.980000
                1646387100,           2022-03-04 09:45:00,           2022-03-04 03:45:00,      3.470000,     12.878000,          9.123788,                    87.875828,      0.980000
                1646387700,           2022-03-04 09:55:00,           2022-03-04 03:55:00,      3.470000,     12.825000,          9.126777,                    87.800274,      0.980000
                1646388300,           2022-03-04 10:05:00,           2022-03-04 04:05:00,      3.470000,     12.798000,          9.111797,                    87.603108,      0.980000
                1646388900,           2022-03-04 10:15:00,           2022-03-04 04:15:00,      3.470000,     12.763000,          9.111793,                    87.534299,      0.980000
                1646389500,           2022-03-04 10:25:00,           2022-03-04 04:25:00,      3.470000,     12.719000,          9.104799,                    87.380737,      0.980000
                1646390100,           2022-03-04 10:35:00,           2022-03-04 04:35:00,      3.470000,     12.693000,          9.087822,                    87.166877,      0.979000
                1646390700,           2022-03-04 10:45:00,           2022-03-04 04:45:00,      3.470000,     12.640000,          9.097801,                    87.158665,      0.980000
                1646391300,           2022-03-04 10:55:00,           2022-03-04 04:55:00,      3.470000,     12.605000,          9.087812,                    86.994438,      0.979000
                1646391900,           2022-03-04 11:05:00,           2022-03-04 05:05:00,      3.470000,     12.578000,          9.086810,                    86.931995,      0.979000
                1646392500,           2022-03-04 11:15:00,           2022-03-04 05:15:00,      3.470000,     12.534000,          9.085807,                    86.836282,      0.980000
                1646393100,           2022-03-04 11:25:00,           2022-03-04 05:25:00,      3.470000,     12.525000,          9.080814,                    86.770959,      0.980000
                1646393700,           2022-03-04 11:35:00,           2022-03-04 05:35:00,      3.470000,     12.463000,          9.092788,                    86.763981,      0.980000
                1646394300,           2022-03-04 11:45:00,           2022-03-04 05:45:00,      3.470000,     12.428000,          9.089788,                    86.666871,      0.980000
                1646394900,           2022-03-04 11:55:00,           2022-03-04 05:55:00,      3.470000,     12.384000,          9.097771,                    86.656819,      0.980000
                1646395500,           2022-03-04 12:05:00,           2022-03-04 06:05:00,      3.470000,     12.366000,          9.068814,                    86.345874,      0.979000
                1646396100,           2022-03-04 12:15:00,           2022-03-04 06:15:00,      3.470000,     12.313000,          9.091772,                    86.460780,      0.980000
                1646396700,           2022-03-04 12:25:00,           2022-03-04 06:25:00,      3.470000,     12.287000,          9.104748,                    86.533260,      0.980000
                1646397300,           2022-03-04 12:35:00,           2022-03-04 06:35:00,      3.470000,     12.260000,          9.107740,                    86.508805,      0.980000
                1646397900,           2022-03-04 12:45:00,           2022-03-04 06:45:00,      3.470000,     12.198000,          9.138684,                    86.680880,      0.980000
                1646398500,           2022-03-04 12:55:00,           2022-03-04 06:55:00,      3.470000,     12.180000,          9.164642,                    86.891618,      0.981000
                1646399100,           2022-03-04 13:05:00,           2022-03-04 07:05:00,      3.470000,     12.145000,          9.176619,                    86.936129,      0.979000
                1646399700,           2022-03-04 13:15:00,           2022-03-04 07:15:00,      3.470000,     12.118000,          9.220547,                    87.298777,      0.980000
                1646400300,           2022-03-04 13:25:00,           2022-03-04 07:25:00,      3.470000,     12.091000,          9.277454,                    87.783736,      0.980000
                1646400900,           2022-03-04 13:35:00,           2022-03-04 07:35:00,      3.470000,     12.074000,          9.322382,                    88.174787,      0.980000
                1646401500,           2022-03-04 13:45:00,           2022-03-04 07:45:00,      3.470000,     12.083000,          9.375300,                    88.693439,      0.980000
                1646402100,           2022-03-04 13:55:00,           2022-03-04 07:55:00,      3.470000,     12.065000,          9.457169,                    89.431372,      0.980000
                1646402700,           2022-03-04 14:05:00,           2022-03-04 08:05:00,      3.470000,     12.065000,          9.529056,                    90.111172,      0.979000
                1646403300,           2022-03-04 14:15:00,           2022-03-04 08:15:00,      3.470000,     12.074000,          9.607934,                    90.875654,      0.979000
                1646403900,           2022-03-04 14:25:00,           2022-03-04 08:25:00,      3.470000,     12.100000,          9.691806,                    91.723096,      0.979000
                1646404500,           2022-03-04 14:35:00,           2022-03-04 08:35:00,      3.470000,     12.091000,          9.789651,                    92.630169,      0.979000
                1646405100,           2022-03-04 14:45:00,           2022-03-04 08:45:00,      3.470000,     12.136000,          9.871529,                    93.500369,      0.980000
                1646405700,           2022-03-04 14:55:00,           2022-03-04 08:55:00,      3.470000,     12.154000,          9.975368,                    94.522505,      0.980000
                1646406300,           2022-03-04 15:05:00,           2022-03-04 09:05:00,      3.470000,     12.198000,         10.050257,                    95.327187,      0.980000
                1646406900,           2022-03-04 15:15:00,           2022-03-04 09:15:00,      3.470000,     12.216000,         10.141117,                    96.228249,      0.980000
                1646407500,           2022-03-04 15:25:00,           2022-03-04 09:25:00,      3.470000,     12.260000,         10.219000,                    97.063979,      0.980000
                1646408100,           2022-03-04 15:35:00,           2022-03-04 09:35:00,      3.470000,     12.295000,         10.301875,                    97.928713,      0.980000
                1646408700,           2022-03-04 15:45:00,           2022-03-04 09:45:00,      3.470000,     12.348000,         10.377764,                    98.768436,      0.980000
                1646409300,           2022-03-04 15:55:00,           2022-03-04 09:55:00,      3.470000,     12.402000,         10.462638,                    99.697800,      0.980000
                1646409900,           2022-03-04 16:05:00,           2022-03-04 10:05:00,      3.470000,     12.455000,         10.549510,                   100.645949,      0.980000
                1646410500,           2022-03-04 16:15:00,           2022-03-04 10:15:00,      3.470000,     12.525000,         10.625401,                   101.530131,      0.980000
                1646411100,           2022-03-04 16:25:00,           2022-03-04 10:25:00,      3.470000,     12.596000,         10.709279,                   102.495411,      0.980000
                1646411700,           2022-03-04 16:35:00,           2022-03-04 10:35:00,      3.470000,     12.622000,         10.773183,                   103.167366,      0.979000
                1646412300,           2022-03-04 16:45:00,           2022-03-04 10:45:00,      3.470000,     12.710000,         10.856066,                   104.166968,      0.980000
                1646412900,           2022-03-04 16:55:00,           2022-03-04 10:55:00,      3.470000,     12.790000,         10.913987,                   104.910984,      0.980000
                1646413500,           2022-03-04 17:05:00,           2022-03-04 11:05:00,      3.470000,     12.869000,         10.961923,                   105.558559,      0.980000
                1646414100,           2022-03-04 17:15:00,           2022-03-04 11:15:00,      3.470000,     12.922000,         11.016845,                   106.213414,      0.980000
                1646414700,           2022-03-04 17:25:00,           2022-03-04 11:25:00,      3.470000,     12.983000,         11.077759,                   106.946523,      0.980000
                1646415300,           2022-03-04 17:35:00,           2022-03-04 11:35:00,      3.470000,     13.062000,         11.102732,                   107.376974,      0.979000
                1646415900,           2022-03-04 17:45:00,           2022-03-04 11:45:00,      3.470000,     13.132000,         11.140683,                   107.912431,      0.979000
                1646416500,           2022-03-04 17:55:00,           2022-03-04 11:55:00,      3.470000,     13.211000,         11.182629,                   108.509599,      0.979000
                1646417100,           2022-03-04 18:05:00,           2022-03-04 12:05:00,      3.470000,     13.272000,         11.249533,                   109.307112,      0.980000
                1646417700,           2022-03-04 18:15:00,           2022-03-04 12:15:00,      3.470000,     13.316000,         11.256529,                   109.482154,      0.979000
                1646418300,           2022-03-04 18:25:00,           2022-03-04 12:25:00,      3.470000,     13.369000,         11.289485,                   109.932071,      0.979000
                1646418900,           2022-03-04 18:35:00,           2022-03-04 12:35:00,      3.470000,     13.395000,         11.364373,                   110.725195,      0.980000
                1646419500,           2022-03-04 18:45:00,           2022-03-04 12:45:00,      3.470000,     13.456000,         11.369374,                   110.923942,      0.980000
                1646420100,           2022-03-04 18:55:00,           2022-03-04 12:55:00,      3.470000,     13.526000,         11.392348,                   111.320647,      0.980000
                1646420700,           2022-03-04 19:05:00,           2022-03-04 13:05:00,      3.470000,     13.578000,         11.408331,                   111.605225,      0.978000
                1646421300,           2022-03-04 19:15:00,           2022-03-04 13:15:00,      3.470000,     13.587000,         11.458255,                   112.115945,      0.979000
                1646421900,           2022-03-04 19:25:00,           2022-03-04 13:25:00,      3.470000,     13.648000,         11.467250,                   112.355409,      0.979000
                1646422500,           2022-03-04 19:35:00,           2022-03-04 13:35:00,      3.470000,     13.744000,         11.499215,                   112.907697,      0.980000
                1646423100,           2022-03-04 19:45:00,           2022-03-04 13:45:00,      3.470000,     13.770000,         11.524180,                   113.217740,      0.979000
                1646423700,           2022-03-04 19:55:00,           2022-03-04 13:55:00,      3.470000,     13.822000,         11.539164,                   113.494977,      0.979000
                1646424300,           2022-03-04 20:05:00,           2022-03-04 14:05:00,      3.470000,     13.831000,         11.600071,                   114.116664,      0.979000
                1646424900,           2022-03-04 20:15:00,           2022-03-04 14:15:00,      3.470000,     13.900000,         11.669973,                   114.978879,      0.980000
                1646425500,           2022-03-04 20:25:00,           2022-03-04 14:25:00,      3.470000,     13.926000,         11.660991,                   114.956115,      0.979000
                1646426100,           2022-03-04 20:35:00,           2022-03-04 14:35:00,      3.470000,     13.935000,         11.696937,                   115.333302,      0.981000
                1646426700,           2022-03-04 20:45:00,           2022-03-04 14:45:00,      3.470000,     13.970000,         11.689953,                   115.353164,      0.979000
                1646427300,           2022-03-04 20:55:00,           2022-03-04 14:55:00,      3.470000,     14.031000,         11.765845,                   116.257719,      0.980000
                1646427900,           2022-03-04 21:05:00,           2022-03-04 15:05:00,      3.470000,     14.057000,         11.729904,                   115.968755,      0.980000
                1646428500,           2022-03-04 21:15:00,           2022-03-04 15:15:00,      3.470000,     14.074000,         11.760859,                   116.318172,      0.980000
                1646429100,           2022-03-04 21:25:00,           2022-03-04 15:25:00,      3.470000,     14.074000,         11.713931,                   115.854044,      0.979000
                1646429700,           2022-03-04 21:35:00,           2022-03-04 15:35:00,      3.470000,     14.065000,         11.743884,                   116.127350,      0.980000
                1646430300,           2022-03-04 21:45:00,           2022-03-04 15:45:00,      3.470000,     14.057000,         11.741885,                   116.087211,      0.980000
                1646430900,           2022-03-04 21:55:00,           2022-03-04 15:55:00,      3.470000,     14.083000,         11.699954,                   115.738655,      0.979000
                1646431500,           2022-03-04 22:05:00,           2022-03-04 16:05:00,      3.470000,     14.083000,         11.705945,                   115.797917,      0.979000
                1646432100,           2022-03-04 22:15:00,           2022-03-04 16:15:00,      3.470000,     14.126000,         11.682986,                   115.679827,      0.979000
                1646432700,           2022-03-04 22:25:00,           2022-03-04 16:25:00,      3.470000,     14.109000,         11.686978,                   115.676230,      0.980000
                1646433300,           2022-03-04 22:35:00,           2022-03-04 16:35:00,      3.470000,     14.117000,         11.610098,                   114.935435,      0.979000
                1646433900,           2022-03-04 22:45:00,           2022-03-04 16:45:00,      3.470000,     14.143000,         11.549195,                   114.397697,      0.979000
                1646434500,           2022-03-04 22:55:00,           2022-03-04 16:55:00,      3.470000,     14.135000,         11.524233,                   114.130425,      0.980000
                1646435100,           2022-03-04 23:05:00,           2022-03-04 17:05:00,      3.470000,     14.152000,         11.538213,                   114.311459,      0.980000
                1646435700,           2022-03-04 23:15:00,           2022-03-04 17:15:00,      3.470000,     14.161000,         11.499275,                   113.948150,      0.980000
                1646436300,           2022-03-04 23:25:00,           2022-03-04 17:25:00,      3.470000,     14.196000,         11.432383,                   113.372171,      0.980000
                1646436900,           2022-03-04 23:35:00,           2022-03-04 17:35:00,      3.470000,     14.213000,         11.375473,                   112.849794,      0.979000
                1646437500,           2022-03-04 23:45:00,           2022-03-04 17:45:00,      3.470000,     14.239000,         11.324555,                   112.408598,      0.980000
                1646438100,           2022-03-04 23:55:00,           2022-03-04 17:55:00,      3.470000,     14.265000,         11.279628,                   112.026333,      0.980000
                1646438700,           2022-03-05 00:05:00,           2022-03-04 18:05:00,      3.470000,     14.291000,         11.205745,                   111.355827,      0.979000
                1646439300,           2022-03-05 00:15:00,           2022-03-04 18:15:00,      3.470000,     14.317000,         11.124874,                   110.615000,      0.979000
                1646439900,           2022-03-05 00:25:00,           2022-03-04 18:25:00,      3.470000,     14.343000,         11.084939,                   110.280535,      0.979000
                1646440500,           2022-03-05 00:35:00,           2022-03-04 18:35:00,      3.470000,     14.377000,         11.005066,                   109.567205,      0.979000
                1646441100,           2022-03-05 00:45:00,           2022-03-04 18:45:00,      3.470000,     14.421000,         10.960141,                   109.224724,      0.979000
                1646441700,           2022-03-05 00:55:00,           2022-03-04 18:55:00,      3.470000,     14.438000,         10.941173,                   109.076116,      0.979000
                1646442300,           2022-03-05 01:05:00,           2022-03-04 19:05:00,      3.470000,     14.455000,         10.902235,                   108.728216,      0.979000
                1646442900,           2022-03-05 01:15:00,           2022-03-04 19:15:00,      3.470000,     14.472000,         10.869288,                   108.439799,      0.979000
                1646443500,           2022-03-05 01:25:00,           2022-03-04 19:25:00,      3.470000,     14.524000,         10.855316,                   108.423129,      0.979000
                1646444100,           2022-03-05 01:35:00,           2022-03-04 19:35:00,      3.470000,     14.559000,         10.789422,                   107.847093,      0.979000
                1646444700,           2022-03-05 01:45:00,           2022-03-04 19:45:00,      3.470000,     14.585000,         10.775447,                   107.768333,      0.979000
                1646445300,           2022-03-05 01:55:00,           2022-03-04 19:55:00,      3.470000,     14.611000,         10.733515,                   107.409657,      0.979000
                1646445900,           2022-03-05 02:05:00,           2022-03-04 20:05:00,      3.470000,     14.637000,         10.708557,                   107.220466,      0.979000
                1646446500,           2022-03-05 02:15:00,           2022-03-04 20:15:00,      3.470000,     14.671000,         10.671618,                   106.929551,      0.979000
                1646447100,           2022-03-05 02:25:00,           2022-03-04 20:25:00,      3.470000,     14.662000,         10.647654,                   106.668579,      0.979000
                1646447700,           2022-03-05 02:35:00,           2022-03-04 20:35:00,      3.470000,     14.706000,         10.605724,                   106.350062,      0.979000
                1646448300,           2022-03-05 02:45:00,           2022-03-04 20:45:00,      3.470000,     14.697000,         10.571775,                   105.988930,      0.979000
                1646448900,           2022-03-05 02:55:00,           2022-03-04 20:55:00,      3.470000,     14.697000,         10.540822,                   105.678611,      0.980000
                1646449500,           2022-03-05 03:05:00,           2022-03-04 21:05:00,      3.470000,     14.723000,         10.497892,                   105.307599,      0.979000
                1646450100,           2022-03-05 03:15:00,           2022-03-04 21:15:00,      3.470000,     14.731000,         10.449966,                   104.845038,      0.980000
                1646450700,           2022-03-05 03:25:00,           2022-03-04 21:25:00,      3.470000,     14.723000,         10.401040,                   104.336053,      0.979000
                1646451300,           2022-03-05 03:35:00,           2022-03-04 21:35:00,      3.470000,     14.731000,         10.358107,                   103.923412,      0.979000
                1646451900,           2022-03-05 03:45:00,           2022-03-04 21:45:00,      3.470000,     14.731000,         10.307185,                   103.412510,      0.979000
                1646452500,           2022-03-05 03:55:00,           2022-03-04 21:55:00,      3.470000,     14.723000,         10.271239,                   103.033981,      0.979000
                1646453100,           2022-03-05 04:05:00,           2022-03-04 22:05:00,      3.470000,     14.697000,         10.243279,                   102.695545,      0.979000
                1646453700,           2022-03-05 04:15:00,           2022-03-04 22:15:00,      3.470000,     14.714000,         10.177382,                   102.072537,      0.979000
                1646454300,           2022-03-05 04:25:00,           2022-03-04 22:25:00,      3.470000,     14.706000,         10.134447,                   101.624283,      0.979000
                1646454900,           2022-03-05 04:35:00,           2022-03-04 22:35:00,      3.470000,     14.680000,         10.090511,                   101.126624,      0.979000
                1646455500,           2022-03-05 04:45:00,           2022-03-04 22:45:00,      3.470000,     14.654000,         10.046576,                   100.629469,      0.979000
                1646456100,           2022-03-05 04:55:00,           2022-03-04 22:55:00,      3.470000,     14.645000,         10.005637,                   100.199828,      0.979000
                1646456700,           2022-03-05 05:05:00,           2022-03-04 23:05:00,      3.470000,     14.637000,          9.958708,                    99.712534,      0.978000
                1646457300,           2022-03-05 05:15:00,           2022-03-04 23:15:00,      3.470000,     14.611000,          9.914773,                    99.216548,      0.979000
                1646457900,           2022-03-05 05:25:00,           2022-03-04 23:25:00,      3.470000,     14.576000,          9.883816,                    98.831525,      0.979000
                1646458500,           2022-03-05 05:35:00,           2022-03-04 23:35:00,      3.470000,     14.576000,          9.832894,                    98.322342,      0.979000
                1646459100,           2022-03-05 05:45:00,           2022-03-04 23:45:00,      3.470000,     14.550000,          9.793951,                    97.877557,      0.979000
                1646459700,           2022-03-05 05:55:00,           2022-03-04 23:55:00,      3.470000,     14.533000,          9.747021,                    97.372524,      0.979000
                1646460300,           2022-03-05 06:05:00,           2022-03-05 00:05:00,      3.470000,     14.516000,          9.698094,                    96.847898,      0.979000
                1646460900,           2022-03-05 06:15:00,           2022-03-05 00:15:00,      3.470000,     14.516000,          9.648171,                    96.349351,      0.979000
                1646461500,           2022-03-05 06:25:00,           2022-03-05 00:25:00,      3.470000,     14.464000,          9.615215,                    95.911551,      0.978000
                1646462100,           2022-03-05 06:35:00,           2022-03-05 00:35:00,      3.470000,     14.455000,          9.572280,                    95.464548,      0.978000
                1646462700,           2022-03-05 06:45:00,           2022-03-05 00:45:00,      3.470000,     14.421000,          9.539327,                    95.065411,      0.979000
                1646463300,           2022-03-05 06:55:00,           2022-03-05 00:55:00,      3.470000,     14.403000,          9.504378,                    94.679950,      0.979000
                1646463900,           2022-03-05 07:05:00,           2022-03-05 01:05:00,      3.470000,     14.377000,          9.449460,                    94.079480,      0.978000
                1646464500,           2022-03-05 07:15:00,           2022-03-05 01:15:00,      3.470000,     14.343000,          9.417505,                    93.691768,      0.979000
                1646465100,           2022-03-05 07:25:00,           2022-03-05 01:25:00,      3.470000,     14.325000,          9.376566,                    93.247812,      0.979000
                1646465700,           2022-03-05 07:35:00,           2022-03-05 01:35:00,      3.470000,     14.317000,          9.336626,                    92.834398,      0.979000
                1646466300,           2022-03-05 07:45:00,           2022-03-05 01:45:00,      3.470000,     14.299000,          9.300680,                    92.440614,      0.979000
                1646466900,           2022-03-05 07:55:00,           2022-03-05 01:55:00,      3.470000,     14.265000,          9.261736,                    91.985153,      0.978000
                1646467500,           2022-03-05 08:05:00,           2022-03-05 02:05:00,      3.470000,     14.247000,          9.228784,                    91.621814,      0.979000
                1646468100,           2022-03-05 08:15:00,           2022-03-05 02:15:00,      3.470000,     14.230000,          9.197830,                    91.280552,      0.979000
                1646468700,           2022-03-05 08:25:00,           2022-03-05 02:25:00,      3.470000,     14.221000,          9.149903,                    90.787035,      0.978000
                1646469300,           2022-03-05 08:35:00,           2022-03-05 02:35:00,      3.470000,     14.187000,          9.115951,                    90.382870,      0.978000
