datetime,Temp_C,SpC,pH,DO
2021/02/04 15:30:00,5.8,539,8.2,14
2021/02/04 16:00:00,5.8,539,8.2,14.1
2021/02/04 16:30:00,5.9,537,8.2,14.2
2021/02/04 17:00:00,6,536,8.2,14.3
2021/02/04 17:30:00,6.1,NA,8.2,14.2
2021/02/04 18:00:00,6.2,532,8.3,14.2
2021/02/04 18:30:00,6.3,534,8.3,14
2021/02/04 19:00:00,6.4,536,8.3,13.8
2021/02/04 19:30:00,6.4,536,8.3,13.7
2021/02/04 20:00:00,6.5,539,8.3,13.4
2021/02/04 20:30:00,6.5,539,8.3,13.3
2021/02/04 21:00:00,6.6,534,8.2,13
2021/02/04 21:30:00,6.7,534,8.2,12.8
2021/02/04 22:00:00,6.8,533,8.2,12.6
2021/02/04 22:30:00,6.8,534,8.2,12.4
2021/02/04 23:00:00,6.9,537,8.2,12.2
2021/02/04 23:30:00,6.9,536,8.2,12
2021/02/05 00:00:00,7,536,8.2,11.8
2021/02/05 00:30:00,7,537,8.1,11.6
2021/02/05 01:00:00,7.1,537,8.1,11.5
2021/02/05 01:30:00,7.1,535,8.1,11.4
2021/02/05 02:00:00,7.1,534,8.1,11.3
2021/02/05 02:30:00,7.1,535,8,11.2
2021/02/05 03:00:00,7.1,535,8,11.2
2021/02/05 03:30:00,7,536,8,11.2
2021/02/05 04:00:00,7,537,8,11.1
2021/02/05 04:30:00,6.9,538,8,11.1
2021/02/05 05:00:00,6.8,540,8,11.1
2021/02/05 05:30:00,6.8,539,8,11.1
2021/02/05 06:00:00,6.7,538,8,11.1
2021/02/05 06:30:00,6.5,NA,8,11.1
2021/02/05 07:00:00,6.4,542,8,11.1
2021/02/05 07:30:00,6.4,541,8,11.2
2021/02/05 08:00:00,6.3,541,8,11.2
2021/02/05 08:30:00,6.2,540,8,11.2
2021/02/05 09:00:00,6.1,537,8,11.4
2021/02/05 09:30:00,6.1,536,8,11.5
2021/02/05 10:00:00,6.1,532,8,11.7
2021/02/05 10:30:00,6.1,530,8,12
2021/02/05 11:00:00,6.2,528,8,12.4
2021/02/05 11:30:00,6.3,525,8,12.7
2021/02/05 12:00:00,6.4,NA,8.1,13
2021/02/05 12:30:00,6.6,524,8.1,13.3
2021/02/05 13:00:00,6.7,NA,NA,13.8
2021/02/05 13:30:00,6.9,522,8.2,14.2
2021/02/05 14:00:00,7.1,519,8.3,14.6
2021/02/05 14:30:00,7.3,518,8.4,14.9
2021/02/05 15:00:00,7.5,516,8.4,15.2
2021/02/05 15:30:00,7.8,515,8.5,15.4
2021/02/05 16:00:00,7.9,514,8.5,15.6
2021/02/05 16:30:00,8.1,513,8.5,15.7
2021/02/05 17:00:00,8.2,513,8.6,15.7
2021/02/05 17:30:00,8.2,512,8.6,15.6
2021/02/05 18:00:00,8.2,513,8.6,15.4
2021/02/05 18:30:00,8.2,513,8.6,15.2
2021/02/05 19:00:00,8.1,514,8.6,14.8
2021/02/05 19:30:00,8,515,8.6,14.5
2021/02/05 20:00:00,8,516,8.6,14.2
2021/02/05 20:30:00,7.8,518,8.5,13.8
2021/02/05 21:00:00,7.7,520,8.5,13.4
2021/02/05 21:30:00,7.6,521,8.5,13.1
2021/02/05 22:00:00,7.5,523,8.5,12.7
2021/02/05 22:30:00,7.4,524,8.5,12.6
2021/02/05 23:00:00,7.3,526,8.4,12.3
2021/02/05 23:30:00,7.3,527,8.4,12.1
2021/02/06 00:00:00,7.2,528,8.4,11.9
2021/02/06 00:30:00,7.1,529,8.4,11.8
2021/02/06 01:00:00,7.1,530,8.4,11.7
2021/02/06 01:30:00,7,531,8.3,11.6
2021/02/06 02:00:00,7,531,8.3,11.5
2021/02/06 02:30:00,6.9,532,8.3,11.5
2021/02/06 03:00:00,6.9,532,8.3,11.4
2021/02/06 03:30:00,6.9,532,8.3,11.4
2021/02/06 04:00:00,6.8,532,8.3,11.4
2021/02/06 04:30:00,6.8,531,8.3,11.3
2021/02/06 05:00:00,6.8,531,8.2,11.3
2021/02/06 05:30:00,6.7,530,8.2,11.3
2021/02/06 06:00:00,6.7,530,8.2,11.3
2021/02/06 06:30:00,6.6,530,8.2,11.3
2021/02/06 07:00:00,6.6,530,8.2,11.3
2021/02/06 07:30:00,6.5,530,8.2,11.3
2021/02/06 08:00:00,6.5,530,8.2,11.3
2021/02/06 08:30:00,6.4,531,8.2,11.3
2021/02/06 09:00:00,6.4,531,8.2,11.4
2021/02/06 09:30:00,6.4,532,8.2,11.4
2021/02/06 10:00:00,6.4,533,8.2,11.6
2021/02/06 10:30:00,6.4,533,8.2,11.8
2021/02/06 11:00:00,6.4,534,8.2,12
2021/02/06 11:30:00,6.4,534,8.2,12.3
2021/02/06 12:00:00,6.4,534,8.2,12.7
2021/02/06 12:30:00,6.5,533,8.3,13.2
2021/02/06 13:00:00,6.6,532,8.3,13.8
2021/02/06 13:30:00,6.7,532,8.4,14.2
2021/02/06 14:00:00,6.8,531,8.4,14.5
2021/02/06 14:30:00,6.8,530,8.4,14.8
2021/02/06 15:00:00,6.9,528,8.4,15.1
2021/02/06 15:30:00,7,527,8.5,15.4
2021/02/06 16:00:00,7.1,525,8.5,15.6
2021/02/06 16:30:00,7.2,524,8.5,15.7
2021/02/06 17:00:00,7.3,522,8.6,15.8
2021/02/06 17:30:00,7.3,521,8.6,15.8
2021/02/06 18:00:00,7.4,520,8.6,15.8
2021/02/06 18:30:00,7.4,519,8.6,15.7
2021/02/06 19:00:00,7.5,519,8.6,15.5
2021/02/06 19:30:00,7.5,518,8.6,15
2021/02/06 20:00:00,7.5,519,8.6,14.8
2021/02/06 20:30:00,7.4,519,8.6,14.5
2021/02/06 21:00:00,7.4,520,8.6,14.2
2021/02/06 21:30:00,7.4,521,8.6,13.7
2021/02/06 22:00:00,7.4,522,8.6,13.5
2021/02/06 22:30:00,7.4,523,8.6,13.2
2021/02/06 23:00:00,7.4,524,8.5,12.8
2021/02/06 23:30:00,7.4,525,8.5,12.6
2021/02/07 00:00:00,7.3,526,8.5,12.5
2021/02/07 00:30:00,7.3,528,8.5,12.2
2021/02/07 01:00:00,7.3,529,8.4,11.9
2021/02/07 01:30:00,7.2,529,8.4,11.8
2021/02/07 02:00:00,7.2,529,8.4,11.6
2021/02/07 02:30:00,7.2,529,8.4,11.5
2021/02/07 03:00:00,7.1,528,8.3,11.4
2021/02/07 03:30:00,7.1,527,8.3,11.4
2021/02/07 04:00:00,7.1,526,8.3,11.3
2021/02/07 04:30:00,7.1,525,8.3,11.3
2021/02/07 05:00:00,7,520,8.3,11.2
2021/02/07 05:30:00,7,516,8.3,11.2
2021/02/07 06:00:00,7,514,8.3,11.2
2021/02/07 06:30:00,6.9,513,8.3,11.2
2021/02/07 07:00:00,6.9,511,8.2,11.2
2021/02/07 07:30:00,6.9,511,8.2,11.2
2021/02/07 08:00:00,6.8,513,8.2,11.2
2021/02/07 08:30:00,6.8,515,8.2,11.2
2021/02/07 09:00:00,6.7,518,8.2,11.3
2021/02/07 09:30:00,6.7,519,8.2,11.4
2021/02/07 10:00:00,6.7,524,8.2,11.6
2021/02/07 10:30:00,6.7,526,8.2,11.9
2021/02/07 11:00:00,6.7,527,8.2,12.3
2021/02/07 11:30:00,6.7,527,8.3,12.9
2021/02/07 12:00:00,6.8,526,8.3,13.4
2021/02/07 12:30:00,6.8,524,8.4,13.9
2021/02/07 13:00:00,6.9,522,8.4,14.4
2021/02/07 13:30:00,7,520,8.4,14.7
2021/02/07 14:00:00,7.1,518,8.5,15.1
2021/02/07 14:30:00,7.2,515,8.5,15.5
2021/02/07 15:00:00,7.4,512,8.6,15.8
2021/02/07 15:30:00,7.5,509,8.6,16.1
2021/02/07 16:00:00,7.5,507,8.6,16.2
2021/02/07 16:30:00,7.6,503,8.6,16.3
2021/02/07 17:00:00,7.7,500,8.7,16.3
2021/02/07 17:30:00,7.6,498,8.7,16.2
2021/02/07 18:00:00,7.6,496,8.7,16
2021/02/07 18:30:00,7.6,494,8.7,15.7
2021/02/07 19:00:00,7.5,493,8.7,15.4
2021/02/07 19:30:00,7.5,493,8.7,15.1
2021/02/07 20:00:00,7.4,494,8.6,14.6
2021/02/07 20:30:00,7.2,496,8.6,14.2
2021/02/07 21:00:00,7.2,498,8.6,13.8
2021/02/07 21:30:00,7,500,8.6,13.5
2021/02/07 22:00:00,6.9,503,8.6,13.1
2021/02/07 22:30:00,6.7,506,8.5,12.8
2021/02/07 23:00:00,6.6,509,8.5,12.6
2021/02/07 23:30:00,6.5,512,8.4,12.4
2021/02/08 00:00:00,6.3,514,8.4,12.2
2021/02/08 00:30:00,6.2,516,8.4,12
2021/02/08 01:00:00,6.1,518,8.4,12
2021/02/08 01:30:00,6,520,8.4,11.9
2021/02/08 02:00:00,6,521,8.3,11.8
2021/02/08 02:30:00,5.9,522,8.3,11.8
2021/02/08 03:00:00,5.9,523,8.3,11.8
2021/02/08 03:30:00,5.8,524,8.3,11.8
2021/02/08 04:00:00,5.8,526,8.3,11.7
2021/02/08 04:30:00,5.8,527,8.3,11.7
2021/02/08 05:00:00,5.8,528,8.3,11.7
2021/02/08 05:30:00,5.8,530,8.3,11.7
2021/02/08 06:00:00,5.7,531,8.2,11.7
2021/02/08 06:30:00,5.7,532,8.2,11.7
2021/02/08 07:00:00,5.7,533,8.2,11.6
2021/02/08 07:30:00,5.6,535,8.2,11.7
2021/02/08 08:00:00,5.6,535,8.2,11.6
2021/02/08 08:30:00,5.6,535,8.2,11.7
2021/02/08 09:00:00,5.6,535,8.2,11.8
2021/02/08 09:30:00,5.5,534,8.2,11.8
2021/02/08 10:00:00,5.5,534,8.2,12
2021/02/08 10:30:00,5.6,533,8.2,12.4
2021/02/08 11:00:00,5.6,532,8.2,12.6
2021/02/08 11:30:00,5.6,531,8.2,12.9
2021/02/08 12:00:00,5.7,530,8.3,13.3
2021/02/08 12:30:00,5.8,529,8.3,13.8
2021/02/08 13:00:00,6,528,8.4,14.4
2021/02/08 13:30:00,6.1,527,8.4,14.8
2021/02/08 14:00:00,6.3,525,8.4,15.3
2021/02/08 14:30:00,6.5,524,8.5,15.8
2021/02/08 15:00:00,6.7,522,8.5,16.1
2021/02/08 15:30:00,7,520,8.6,16.5
2021/02/08 16:00:00,7.2,519,8.6,16.6
2021/02/08 16:30:00,7.3,517,8.6,16.6
2021/02/08 17:00:00,7.4,517,8.6,16.6
2021/02/08 17:30:00,7.5,516,8.7,16.4
2021/02/08 18:00:00,7.5,515,8.7,16.2
2021/02/08 18:30:00,7.5,515,8.7,15.9
2021/02/08 19:00:00,7.5,516,8.7,15.6
2021/02/08 19:30:00,7.4,516,8.7,15.2
2021/02/08 20:00:00,7.4,517,8.7,14.8
2021/02/08 20:30:00,7.3,518,8.6,14.3
2021/02/08 21:00:00,7.3,519,8.6,14
2021/02/08 21:30:00,7.2,521,8.6,13.7
2021/02/08 22:00:00,7.2,523,8.6,13.2
2021/02/08 22:30:00,7.1,524,8.6,13
2021/02/08 23:00:00,7,526,8.5,12.8
2021/02/08 23:30:00,7,527,8.5,12.5
2021/02/09 00:00:00,6.9,529,8.5,12.3
2021/02/09 00:30:00,6.8,530,8.4,12.1
2021/02/09 01:00:00,6.7,532,8.4,12
2021/02/09 01:30:00,6.6,533,8.4,11.9
2021/02/09 02:00:00,6.6,534,8.4,11.8
2021/02/09 02:30:00,6.5,534,8.4,11.7
2021/02/09 03:00:00,6.5,534,8.4,11.7
2021/02/09 03:30:00,6.5,535,8.4,11.6
2021/02/09 04:00:00,6.5,535,8.3,11.6
2021/02/09 04:30:00,6.5,535,8.3,11.5
2021/02/09 05:00:00,6.5,535,8.3,11.5
2021/02/09 05:30:00,6.5,535,8.3,11.4
2021/02/09 06:00:00,6.5,535,8.3,11.4
2021/02/09 06:30:00,6.5,535,8.3,11.4
2021/02/09 07:00:00,6.5,535,8.3,11.4
2021/02/09 07:30:00,6.5,536,8.3,11.4
2021/02/09 08:00:00,6.5,536,8.2,11.4
2021/02/09 08:30:00,6.5,536,8.2,11.4
2021/02/09 09:00:00,6.6,536,8.2,11.4
2021/02/09 09:30:00,6.6,537,8.2,11.6
2021/02/09 10:00:00,6.6,537,8.2,11.7
2021/02/09 10:30:00,6.6,537,8.2,11.8
2021/02/09 11:00:00,6.6,536,8.3,12.1
2021/02/09 11:30:00,6.7,536,8.3,12.3
2021/02/09 12:00:00,6.8,536,8.3,12.6
2021/02/09 12:30:00,6.9,535,8.3,12.9
2021/02/09 13:00:00,7,534,8.4,13.6
2021/02/09 13:30:00,7.2,533,8.4,14
2021/02/09 14:00:00,7.4,531,8.4,14.7
2021/02/09 14:30:00,7.6,529,8.5,15.3
2021/02/09 15:00:00,7.8,526,8.5,15.9
2021/02/09 15:30:00,8,524,8.6,16.4
2021/02/09 16:00:00,8.2,521,8.6,16.8
2021/02/09 16:30:00,8.4,517,8.7,17.1
2021/02/09 17:00:00,8.6,515,8.7,17.3
2021/02/09 17:30:00,8.8,512,8.7,17.2
2021/02/09 18:00:00,8.8,511,8.7,17.1
2021/02/09 18:30:00,8.8,511,8.7,17
2021/02/09 19:00:00,8.8,510,8.7,16.8
2021/02/09 19:30:00,8.8,509,8.7,16.4
2021/02/09 20:00:00,8.9,509,8.8,16
2021/02/09 20:30:00,8.8,509,8.7,15.6
2021/02/09 21:00:00,8.8,509,8.7,15
2021/02/09 21:30:00,8.8,510,8.7,14.6
2021/02/09 22:00:00,8.8,511,8.7,14.1
2021/02/09 22:30:00,8.7,512,8.7,13.6
2021/02/09 23:00:00,8.7,513,8.7,13.2
2021/02/09 23:30:00,8.6,515,8.6,12.9
2021/02/10 00:00:00,8.6,517,8.6,12.5
2021/02/10 00:30:00,8.6,518,8.6,12.3
2021/02/10 01:00:00,8.5,521,8.6,12
2021/02/10 01:30:00,8.4,523,8.5,11.6
2021/02/10 02:00:00,8.4,525,8.5,11.4
2021/02/10 02:30:00,8.4,527,8.4,11.2
2021/02/10 03:00:00,8.3,528,8.4,11.1
2021/02/10 03:30:00,8.3,529,8.4,11
2021/02/10 04:00:00,8.3,530,8.4,10.9
2021/02/10 04:30:00,8.3,530,8.4,10.9
2021/02/10 05:00:00,8.3,530,8.4,10.8
2021/02/10 05:30:00,8.2,531,8.4,10.8
2021/02/10 06:00:00,8.2,531,8.3,10.7
2021/02/10 06:30:00,8.2,531,8.3,10.7
2021/02/10 07:00:00,8.2,532,8.3,10.7
2021/02/10 07:30:00,8.2,532,8.3,10.6
2021/02/10 08:00:00,8.2,532,8.3,10.6
2021/02/10 08:30:00,8.2,533,8.3,10.6
2021/02/10 09:00:00,8.2,533,8.3,10.6
2021/02/10 09:30:00,8.2,533,8.3,10.7
2021/02/10 10:00:00,8.2,533,8.3,10.8
2021/02/10 10:30:00,8.2,534,8.3,11
2021/02/10 11:00:00,8.2,534,8.3,11.1
2021/02/10 11:30:00,8.3,535,8.3,11.4
2021/02/10 12:00:00,8.3,535,8.3,11.7
2021/02/10 12:30:00,8.4,534,8.3,12.3
2021/02/10 13:00:00,8.5,534,8.3,12.8
2021/02/10 13:30:00,8.6,533,8.4,13.6
2021/02/10 14:00:00,8.8,531,8.4,14.4
2021/02/10 14:30:00,9,528,8.5,15.3
2021/02/10 15:00:00,9.2,526,8.6,16
2021/02/10 15:30:00,9.5,523,8.6,16.7
2021/02/10 16:00:00,9.8,520,8.6,17.2
2021/02/10 16:30:00,9.9,517,8.7,17.4
2021/02/10 17:00:00,10,515,8.7,17.4
2021/02/10 17:30:00,10.2,513,8.7,17.2
2021/02/10 18:00:00,10.2,511,8.8,16.9
2021/02/10 18:30:00,10.2,510,8.8,16.6
2021/02/10 19:00:00,10.3,509,8.8,15.9
2021/02/10 19:30:00,10.2,509,8.8,15.5
2021/02/10 20:00:00,10.2,509,8.8,15.1
2021/02/10 20:30:00,10.2,509,8.7,14.7
2021/02/10 21:00:00,10.2,510,8.7,14.1
2021/02/10 21:30:00,10.2,510,8.7,13.9
2021/02/10 22:00:00,10.1,511,8.7,13.7
2021/02/10 22:30:00,10.1,512,8.7,13
2021/02/10 23:00:00,10,513,8.7,12.5
2021/02/10 23:30:00,9.9,514,8.6,12.2
2021/02/11 00:00:00,9.9,516,8.6,11.8
2021/02/11 00:30:00,9.8,519,8.6,11.5
2021/02/11 01:00:00,9.6,521,8.5,11.1
2021/02/11 01:30:00,9.5,523,8.5,11
2021/02/11 02:00:00,9.4,525,8.4,10.7
2021/02/11 02:30:00,9.3,526,8.4,10.6
2021/02/11 03:00:00,9.2,527,8.4,10.5
2021/02/11 03:30:00,9.1,527,8.4,10.5
2021/02/11 04:00:00,9,527,8.3,10.4
2021/02/11 04:30:00,8.9,526,8.3,10.4
2021/02/11 05:00:00,8.9,525,8.3,10.4
2021/02/11 05:30:00,8.8,525,8.3,10.3
2021/02/11 06:00:00,8.7,525,8.3,10.3
2021/02/11 06:30:00,8.7,523,8.3,10.3
2021/02/11 07:00:00,8.6,519,8.3,10.4
2021/02/11 07:30:00,8.5,517,8.2,10.4
2021/02/11 08:00:00,8.4,518,8.2,10.4
2021/02/11 08:30:00,8.3,517,8.2,10.4
2021/02/11 09:00:00,8.3,519,8.2,10.5
2021/02/11 09:30:00,8.2,522,8.2,10.6
2021/02/11 10:00:00,8.2,524,8.2,10.8
2021/02/11 10:30:00,8.1,523,8.2,10.9
2021/02/11 11:00:00,8.1,521,8.2,11.2
2021/02/11 11:30:00,8,518,8.2,11.3
2021/02/11 12:00:00,8,517,8.2,11.5
2021/02/11 12:30:00,8,515,8.2,11.6
2021/02/11 13:00:00,7.9,513,8.2,11.8
2021/02/11 13:30:00,7.9,513,8.2,12
2021/02/11 14:00:00,7.8,512,8.2,12.2
2021/02/11 14:30:00,7.8,511,8.3,12.4
2021/02/11 15:00:00,7.8,509,8.3,12.5
2021/02/11 15:30:00,7.8,507,8.3,12.6
2021/02/11 16:00:00,7.7,504,8.3,12.7
2021/02/11 16:30:00,7.7,501,8.4,12.7
2021/02/11 17:00:00,7.6,497,8.4,12.6
2021/02/11 17:30:00,7.6,493,8.4,12.6
2021/02/11 18:00:00,7.6,490,8.3,12.4
2021/02/11 18:30:00,7.5,486,8.3,12.4
2021/02/11 19:00:00,7.5,484,8.3,12.2
2021/02/11 19:30:00,7.4,482,8.3,12.1
2021/02/11 20:00:00,7.4,480,8.3,12
2021/02/11 20:30:00,7.4,480,8.3,11.9
2021/02/11 21:00:00,7.3,481,8.3,11.8
2021/02/11 21:30:00,7.3,483,8.3,11.7
2021/02/11 22:00:00,7.2,485,8.3,11.6
2021/02/11 22:30:00,7.2,487,8.2,11.5
2021/02/11 23:00:00,7.1,489,8.2,11.5
2021/02/11 23:30:00,7.1,492,8.2,11.4
